"targeting_id","event_id","content_id","abtest_id","abtest_ptn_id","cxm_user_id","user_id","visitor_id","session_id","access_date","urlpath"
"47","1","28","17","44","50","17","1500abd0-6409-4c48-8557-05c76c850184","753FF3D167F0D3D1E02CDA6AF5F49B6B","2016-7-28 17:19:59","/page.jsp?id=28"
"47","1","28","17","44","39","15","00159007-7d87-4abd-a315-c33f8377c2d5","EE3520199B870C7FF4B7990C42379A1F","2016-7-28 17:21:47","/page.jsp?id=28"
"47","2","28","17","44","39","15","00159007-7d87-4abd-a315-c33f8377c2d5","EE3520199B870C7FF4B7990C42379A1F","2016-7-28 17:21:51","/page.jspid=28"
"47","1","28","17","45","41","16","00159007-7d87-4abd-a315-c33f8377c2d5","E699DBD62F4117585A171D3532E04049","2016-7-28 17:22:20","/page.jsp?id=28"
"47","2","28","17","45","41","16","00159007-7d87-4abd-a315-c33f8377c2d5","E699DBD62F4117585A171D3532E04049","2016-7-28 17:22:21","/page.jspid=28"
"47","1","28","17","46","51","18","486ddea1-d8a5-4434-8942-eee34a616b72","B8C7A3896AA9D6F4956AD6EC85C47DEB","2016-7-28 17:24:48","/page.jsp?id=28"
"47","2","28","17","46","51","18","486ddea1-d8a5-4434-8942-eee34a616b72","B8C7A3896AA9D6F4956AD6EC85C47DEB","2016-7-28 17:24:55","/page.jspid=28"
